MOFRefcodes,LCD,PLD,LFPD,Volume,ASA_m2_g,ASA_m2_cm3,NASA_m2_g,NASA_m2_cm3,AV_VF,AV_cm3_g,NAV_cm3_g, H,C,N,F,Cl,Br,V,Cu,Zn,Zr,metal type, total degree of unsaturation,metalic percentage, oxygetn-to-metal ratio,electronegtive-to-total ratio, weighted electronegativity per atom, nitrogen to oxygen ,O2uptakemolkg,N2uptakemolkg,SelfdiffusionofO2cm2s,SelfdiffusionofN2cm2s,O2N2ratio,HenrysconstantO2,HenrysconstantN2,SelfdiffusionofO2cm2sinfDilute,SelfdiffusionofN2cm2sinfDilute
TOXHEV_clean,5.62501,5.12266,5.62332,1.0421,1375.28,1433.18,0,0,0.5534,0.531046,0,108,132,0,0,0,0,0,0,5,0,0,79,4.545454545,6.333333333,0.46028169,0.46028169,0,0.465716946,0.459644173,0.00015101,0.000170577,1.013211899,5.07535E-06,5.15076E-06,0.000182512,0.000219536
TOXMUQ_clean,6.89787,6.74832,6.89787,1.06186,1502.83,1595.8,0,0,0.5884,0.55412,0,32,64,0,0,0,0,0,0,0,0,1,49,12.5,5,0.955555556,0.955555556,0,1.398892871,1.414220892,0.000125163,0.000123948,0.989161509,1.55858E-05,1.68744E-05,0.000185394,0.000273324
TOXNEB_clean,7.00092,6.86576,7.00092,1.06886,1467.83,1568.91,0,0,0.5846,0.546936,0,32,64,0,0,0,0,0,0,0,0,1,49,12.5,5,0.955555556,0.955555556,0,1.339759728,1.384221752,0.00018528,0.000215794,0.967879407,1.50748E-05,1.66804E-05,0.000357007,0.000357072
TOXNIF_clean,6.95996,6.82273,6.95996,1.06718,1458.03,1555.99,0,0,0.5754,0.539176,0,16,32,0,0,0,0,0,0,0,0,1,25,12.5,5,0.955555556,0.955555556,0,1.338710833,1.385035696,0.000183324,0.000168112,0.966553308,0.000014859,1.66482E-05,0.000323666,0.000259297
TOZFOF_clean,13.77283,9.32974,13.77283,0.843356,2543.09,2144.73,0,0,0.7158,0.848752,0,360,360,36,0,0,0,0,0,0,0,1,172,15,4.296296296,0.870940499,0.870940499,0.155172414,0.218816623,0.203868591,0.000186631,0.000185294,1.073321894,2.24486E-06,2.09027E-06,0.000188317,0.000209056
TOZHAR_clean,4.71595,3.81365,4.64425,1.35498,1295.81,1755.8,0,0,0.6366,0.469823,0,12,12,12,0,0,0,0,0,0,0,1,4,33.33333333,0,0.912,0.912,0,0.183668556,0.139691749,0.000142214,7.73432E-05,1.314813207,1.85845E-06,1.39747E-06,0.000128308,9.30608E-05
TUBCEA_clean,5.6085,3.84866,5.6085,1.73795,511.045,888.172,0,0,0.4598,0.264564,0,24,44,10,0,0,0,0,0,0,0,1,30.5,11.36363636,3.2,0.863030303,0.863030303,0.625,0.356962459,0.303565034,3.27551E-05,3.7763E-05,1.175901104,4.11011E-06,3.5929E-06,3.72149E-05,4.6116E-05
TUBJAD_clean,4.85188,4.35004,4.85188,1.22218,600.149,733.491,0,0,0.4892,0.400268,0,56,80,12,0,0,0,0,4,0,0,4,50,5,5,0.612093023,0.612093023,0.6,0.201933963,0.18181999,0.000239364,4.91755E-05,1.110625751,2.17162E-06,1.97116E-06,9.59982E-05,8.93789E-05
TUBLIN_clean,5.27232,3.84215,5.27232,1.23985,774.675,960.484,0,0,0.4788,0.386175,0,48,64,4,0,0,0,0,0,0,0,1,40,3.125,6,0.411076923,0.411076923,0.333333333,0.503773332,0.412121447,0.000150005,0.000109325,1.222390477,5.62294E-06,4.60206E-06,0.000177558,0.0001419
TUCJAD_clean,5.76369,4.27387,5.76369,1.22067,1164.17,1421.06,0,0,0.5556,0.455161,0,24,72,0,0,0,0,0,0,0,0,1,61,16.66666667,4,0.982857143,0.982857143,0,0.339444228,0.336705088,8.24814E-05,7.89088E-05,1.008135132,3.60138E-06,3.60794E-06,7.79344E-05,8.14841E-05
TUDQOZ_clean,4.7672,3.81876,4.49087,1.57647,184.259,290.479,145.616,229.56,0.4148,0.263119,0,272,480,80,0,0,0,0,0,0,0,1,325,5,4,0.602352941,0.602352941,0.833333333,0.4450162,0.382049874,0.000103481,9.92103E-05,1.164811794,5.97787E-06,5.10819E-06,0.000104686,6.00473E-05
TUGTAR_clean,4.77865,3.86046,4.77243,1.14723,957.446,1098.41,0,0,0.5416,0.472093,0,148,112,48,0,0,0,0,8,0,0,4,27,7.142857143,0.5,0.499,0.499,12,1.114216147,0.901236562,1.5146E-05,9.46913E-06,1.236319291,1.39804E-05,0.000011615,2.40276E-05,1.28963E-05
TUJGIQ_clean,5.65806,4.28444,5.64037,1.20241,810.578,974.646,0,0,0.5012,0.41683,0,104,160,24,0,0,0,0,8,0,0,4,103,5,6,0.692093023,0.692093023,0.5,0.406446697,0.360687887,3.84167E-05,4.71052E-05,1.126865392,4.5311E-06,4.0005E-06,5.12328E-05,5.00564E-05
TUKCOT_clean,5.03348,3.75359,4.98119,1.1597,1167.35,1353.77,0,0,0.5642,0.486504,0,48,60,24,0,0,0,0,0,0,0,1,31,6.666666667,0,0.536470588,0.536470588,0,0.779378038,0.61494731,6.69713E-05,5.15091E-05,1.267389945,8.91282E-06,7.08456E-06,7.60983E-05,6.25261E-05
TULLIX_clean,10.7885,9.78577,10.7885,1.03258,1309.59,1352.25,0,0,0.6354,0.615354,0,88,168,0,0,0,0,0,0,0,0,1,125,7.142857143,5.333333333,0.66313253,0.66313253,0,0.1658855,0.151133981,0.000147271,0.000147566,1.097605578,1.68699E-06,0.000001522,0.000154063,0.000215537
TUNJET_clean,6.14578,4.61369,6.05606,1.50948,761.861,1150.01,0,0,0.5096,0.3376,0,224,352,64,0,0,64,0,0,0,0,1,193,4.545454545,4,0.770612245,0.770612245,1,0.323852694,0.307696331,6.9186E-05,6.81542E-05,1.052507496,3.6449E-06,3.53279E-06,8.25739E-05,7.52201E-05
TUPDOZ_clean,4.88368,4.4419,4.87874,1.30126,621.881,809.227,0,0,0.487,0.374254,0,48,72,24,0,0,0,0,4,0,0,4,43,5.555555556,4,0.780487805,0.780487805,1.5,0.738799456,0.674857304,7.93556E-05,6.89557E-05,1.094749145,9.72754E-06,9.06971E-06,9.50063E-05,7.29766E-05
TURDIV_clean,6.92653,4.99633,6.92653,1.00914,1358.39,1370.8,0,0,0.5476,0.542641,0,76,92,12,0,0,0,0,0,0,0,1,52,4.347826087,3,0.396734694,0.396734694,1,0.602430189,0.546376629,6.27227E-05,6.22236E-05,1.10259143,6.62692E-06,6.06925E-06,6.43021E-05,6.60749E-05
TURDOB_clean,6.98892,4.35902,6.87374,1.03033,1304.78,1344.35,0,0,0.5432,0.52721,0,152,184,24,0,0,0,0,0,0,0,1,103,4.347826087,3,0.396734694,0.396734694,1,0.595654208,0.522571456,5.63284E-05,5.65447E-05,1.139852169,6.60509E-06,5.92718E-06,6.66312E-05,6.18581E-05
TURDUH_clean,6.62446,4.36886,6.61015,1.02982,1320.21,1359.58,0,0,0.5506,0.534658,0,152,184,24,0,0,0,0,0,0,0,1,103,4.347826087,3,0.396734694,0.396734694,1,0.589759821,0.519696231,6.1792E-05,5.805E-05,1.134816428,6.62633E-06,5.88592E-06,6.35995E-05,7.75024E-05
TURFAP_clean,6.01435,4.39558,5.97493,1.05478,1209.89,1276.17,0,0,0.5208,0.493754,0,76,92,12,0,0,0,0,0,0,0,1,52,4.347826087,3,0.396734694,0.396734694,1,0.614578102,0.541474018,6.21484E-05,4.87315E-05,1.135009403,6.8302E-06,6.16323E-06,8.31166E-05,8.01562E-05
TURFET_clean,6.77386,4.80527,6.75967,1.02251,1357.69,1388.25,0,0,0.5348,0.523025,0,76,92,12,0,0,0,0,0,0,0,1,52,4.347826087,3,0.396734694,0.396734694,1,0.630400551,0.563553118,6.51041E-05,9.07446E-05,1.118617802,6.92365E-06,6.37832E-06,7.27421E-05,9.0985E-05
TUTHIA_clean,7.74765,6.0396,7.74488,1.02371,1437.78,1471.87,0,0,0.5658,0.552697,0,72,112,16,0,0,0,0,0,0,0,1,73,7.142857143,4,0.661333333,0.661333333,0.5,0.535669999,0.516770821,0.000121304,0.000120823,1.036571682,5.66072E-06,5.56428E-06,0.000120758,0.000133678
TUTHOG_clean,7.58539,5.94334,7.58539,1.03555,1437.45,1488.56,0,0,0.5586,0.539422,0,40,56,8,0,0,0,0,0,0,0,1,35,7.142857143,4,0.64,0.64,0.5,0.587671169,0.567443834,0.000102867,0.000100976,1.035646408,6.25477E-06,6.23607E-06,0.000117112,0.000163151
TUTJAU_clean,6.55313,5.09154,6.45158,1.05742,1393.05,1473.03,0,0,0.5626,0.532052,0,72,112,16,0,0,0,0,0,0,0,1,73,7.142857143,4,0.661333333,0.661333333,0.5,0.618438856,0.601897134,0.000115859,0.000123477,1.027482639,6.66892E-06,6.73514E-06,0.000176305,0.000132783
TUYFIE_clean,5.48587,4.03732,5.48587,1.18223,1108.64,1310.67,0,0,0.5692,0.481463,0,20,44,4,0,0,0,0,0,4,0,0,34,9.090909091,4,0.763636364,0.763636364,0.25,0.73651183,0.728773143,0.000115326,0.000119288,1.010618787,8.60565E-06,8.75309E-06,0.00024515,0.000206689
TUYHOL_clean,5.84321,4.88702,5.4789,3.20354,310.576,994.943,0,0,0.468,0.146088,0,12,28,4,0,0,0,0,0,0,0,1,22,57.14285714,3.25,1.690619469,1.690619469,0.076923077,0.032836978,0.051691494,0.000160405,5.97355E-05,0.635249169,3.29107E-07,5.15253E-07,9.50835E-05,0.000104404
TUYHUR_clean,9.01467,4.33972,9.01467,1.00323,2251.06,2258.33,0,0,0.7092,0.706918,0,48,112,16,0,0,0,0,0,0,0,1,85,14.28571429,4,1.05,1.05,0.25,0.164982191,0.230939437,0.000159678,0.000108274,0.714395917,1.66073E-06,2.28432E-06,0.000148414,0.000155122
TUYNEI_clean,4.98882,3.8643,4.98882,1.23289,938.66,1157.26,0,0,0.5728,0.4646,0,44,28,0,0,0,0,0,4,0,0,4,7,14.28571429,6,0.8256,0.8256,0,0.539378592,0.614904245,4.14883E-05,1.58722E-05,0.877174935,5.93854E-06,6.98303E-06,5.04136E-05,1.91756E-05
TUYWUG_clean,5.29043,4.14259,5.26932,1.33033,1269.43,1688.77,0,0,0.5952,0.447406,0,80,80,64,0,0,0,0,0,0,0,1,25,20,0,0.810666667,0.810666667,0,0.200912698,0.180260265,7.8196E-05,9.2852E-05,1.114570084,2.0705E-06,1.86351E-06,9.88601E-05,7.46423E-05
TUZVUH_clean,8.88409,8.01315,8.88409,1.36955,784.684,1074.66,0,0,0.5192,0.379103,0,48,66,0,0,0,0,0,2,0,0,4,42,6.060606061,3,0.299130435,0.299130435,0,0.153595553,0.176400532,0.000149234,0.000117327,0.870720466,1.5659E-06,1.73759E-06,0.000225064,0.00021455
UBIBUF_clean,11.65323,7.63405,11.12586,0.757644,3087.55,2339.26,0,0,0.745,0.983311,0,54,144,18,0,0,0,0,0,18,0,0,113.5,12.5,4,0.988235294,0.988235294,0.25,0.330917681,0.315262793,0.000284067,0.000260934,1.049656631,3.36371E-06,3.21361E-06,0.000239407,0.000278473
UBIPAY_clean,4.38835,3.9606,4.38835,1.21218,850.605,1031.09,0,0,0.4942,0.407694,0,18,30,2,0,0,0,0,0,0,0,1,21.5,6.666666667,4,0.56,0.56,0.25,0.536997875,0.439029168,3.84655E-05,5.00402E-05,1.223148514,6.0029E-06,4.84986E-06,4.4234E-05,4.14763E-05
UBULIO_SL,24.23226,22.89921,24.21499,0.438068,4150.4,1818.16,0,0,0.8258,1.8851,0,198,300,6,0,0,0,0,0,24,0,0,200.5,8,3.75,0.530485437,0.530485437,0.066666667,0.307060483,0.289288654,0.000479954,0.000529072,1.061432857,3.08584E-06,2.90282E-06,0.000526599,0.000569196
UBULUA_clean,8.25861,7.55924,8.25861,1.22262,1688,2063.77,0,0,0.67,0.548005,0,192,288,96,0,0,0,0,0,24,0,0,145,8.333333333,0,0.45037037,0.45037037,0,0.292911057,0.232170767,0.000152477,0.000155489,1.261619025,3.03638E-06,2.42181E-06,0.000121739,0.000161763
UBUMAH_clean,7.09336,6.41082,6.96082,0.845931,3085.88,2610.44,0,0,0.7132,0.843094,0,56,136,0,0,0,0,0,0,16,0,0,109,11.76470588,3.25,0.688,0.688,0,0.32653914,0.312801943,0.000362731,0.000343831,1.043916598,3.30189E-06,3.19582E-06,0.000458261,0.000345507
UBUROY_clean,6.6651,5.3887,6.6651,1.08106,2374.8,2567.3,0,0,0.7436,0.687844,0,0,12,12,0,0,0,0,8,2,0,2,10,83.33333333,0,1.072941176,1.072941176,0,0.072880696,0.068944372,0.000230185,0.000257963,1.057094217,7.28063E-07,6.88314E-07,0.000275693,0.00030321
UCABAE_clean,5.42772,4.56824,5.1729,1.09568,604.208,662.018,466.528,511.165,0.544,0.496495,0,50,70,24,0,0,0,0,0,0,0,1,40,2.857142857,2,0.578133333,0.578133333,6,0.711951117,0.645388743,2.37084E-05,2.22349E-05,1.103135319,8.50065E-06,7.99619E-06,2.20021E-05,5.8223E-05
UCAXEC_clean,4.65972,3.79898,4.65972,1.24715,620.428,773.765,0.268664,0.335064,0.4924,0.394821,0,28,36,4,0,0,0,0,0,0,0,1,22,11.11111111,4,0.763636364,0.763636364,0.25,0.536005898,0.428124912,0.000268896,0.000318746,1.251984836,6.45917E-06,5.06249E-06,0.000177288,0.000172395
UCEXAC_clean,6.32023,4.85158,6.32023,1.4352,965.467,1385.63,0,0,0.5604,0.390469,0,36,72,0,0,0,0,0,0,0,0,1,55,8.333333333,6,0.8256,0.8256,0,0.364611592,0.777339084,8.29042E-05,1.79975E-05,0.469050894,3.86354E-06,9.33257E-06,9.3292E-05,3.83535E-05
UCEXEG_clean,6.31608,4.83612,6.30774,1.45624,953.967,1389.21,0,0,0.5674,0.389633,0,36,72,0,0,0,0,0,0,0,0,1,55,8.333333333,6,0.8256,0.8256,0,0.350665307,0.363352732,5.70665E-05,6.71439E-05,0.965082346,3.71839E-06,3.97007E-06,9.34059E-05,0.000115913
UCEXIK_clean,6.33067,4.85437,6.2578,1.46159,951.831,1391.18,0,0,0.5718,0.391219,0,36,72,0,0,0,0,0,0,0,0,1,55,8.333333333,6,0.8256,0.8256,0,0.342309042,0.346411148,8.35704E-05,7.08347E-05,0.988158275,3.68149E-06,3.80592E-06,0.000106749,0.000115432
UCEXOQ_clean,6.32321,4.82644,6.31444,1.48289,934.555,1385.85,0,0,0.5694,0.383979,0,36,72,0,0,0,0,0,0,0,0,1,55,8.333333333,6,0.8256,0.8256,0,0.344545906,0.347199842,7.74865E-05,7.49331E-05,0.99235617,3.70157E-06,3.82471E-06,8.85531E-05,0.000131888
UCOCUM_neutral,13.17014,6.56871,13.16847,0.882705,2396.81,2115.68,0,0,0.7142,0.809104,0,24,72,0,0,0,0,0,12,0,0,4,61,16.66666667,4,0.416969697,0.416969697,0,0.401548886,0.362905371,0.000119746,0.000165232,1.106483722,4.54042E-06,4.05561E-06,0.000113025,0.000164926
UCOHUR_clean,8.1734,7.22847,8.12249,1.21949,1717.98,2095.07,0,0,0.6692,0.548752,0,192,288,96,0,0,0,0,0,24,0,0,145,8.333333333,0,0.45037037,0.45037037,0,0.313438396,0.241842936,9.48574E-05,0.000101078,1.296041145,3.27347E-06,2.53343E-06,0.000108606,0.000119783
UCOJAZ_clean,8.09472,7.35206,8.09472,1.24694,1614.99,2013.79,0,0,0.6576,0.527372,0,192,288,96,0,0,0,0,0,24,0,0,145,8.333333333,0,0.45037037,0.45037037,0,0.292631403,0.227688003,0.000106012,0.000140103,1.285229782,3.03572E-06,2.36084E-06,0.000127669,0.000126249
UCOJED_clean,7.99802,7.49345,7.99418,1.22768,1647.21,2022.24,0,0,0.665,0.541674,0,192,288,96,0,0,0,0,0,24,0,0,145,8.333333333,0,0.45037037,0.45037037,0,0.295082328,0.232999855,0.000111694,0.000133119,1.266448545,3.06125E-06,2.43533E-06,0.00012172,0.000131403
UCOJIH_clean,8.11816,7.11073,8.05724,1.22088,1681.21,2052.56,0,0,0.6616,0.541903,0,192,288,96,0,0,0,0,0,24,0,0,145,8.333333333,0,0.45037037,0.45037037,0,0.28782435,0.224664339,0.000122378,0.000132478,1.281130556,2.94716E-06,0.000002331,0.000127152,0.000124886
UCOXOZ_clean,6.74707,6.10487,6.74209,1.02439,1560.2,1598.25,14.5075,14.8613,0.5836,0.569706,0,160,180,36,0,0,0,0,12,0,0,4,92,6.666666667,2.666666667,0.522666667,0.522666667,1.125,0.462913593,0.359783767,0.000125303,0.000113742,1.286643911,4.93601E-06,3.83036E-06,0.000130684,0.000106717
UCUJOU_clean,7.86092,6.25774,7.86092,1.30122,1829.08,2380.04,0.0524066,0.0681927,0.6862,0.52735,0,144,256,48,0,0,0,0,0,32,0,0,173,50,2,1.233846154,1.233846154,0.1875,0.140508735,0.146881606,0.000240691,0.000311967,0.956612193,1.44922E-06,1.50447E-06,0.000273817,0.000323958
UCUTIW_clean,6.35635,5.83008,6.34586,1.00359,1558,1563.59,0,0,0.6334,0.631134,0,24,48,0,0,0,0,0,0,4,0,0,37,8.333333333,4,0.59826087,0.59826087,0,0.364318847,0.330916401,6.6228E-05,6.59958E-05,1.100939226,3.72814E-06,3.41966E-06,4.57926E-05,8.33851E-05
UDANEV_clean,13.79937,11.17997,13.79937,0.783809,2273.88,1782.29,0,0,0.7968,1.01657,0,24,120,48,0,0,0,0,0,0,0,1,97,26.66666667,3,1.488,1.488,0.5,0.25059635,0.245684248,0.000299657,0.000296874,1.01999356,2.57178E-06,2.48933E-06,0.000300742,0.000325296
UDEMEW_manual,28.23748,11.69499,28.22828,0.681201,1963.29,1337.39,68.9819,46.9906,0.7606,1.11656,0,288,1224,0,0,0,0,0,0,0,0,1,1081,16.66666667,4.333333333,1.1696,1.1696,0,0.451250041,0.430899336,0.000253192,0.000154841,1.047228443,6.38971E-06,5.33827E-06,0.000236322,0.000298781
UDICAN_clean,4.58421,3.93064,4.58097,3.59569,197.856,711.428,0,0,0.4032,0.112134,0,24,72,0,0,0,0,0,0,0,0,1,61,33.33333333,2.833333333,1.244255319,1.244255319,0,0.379327082,0.378229311,2.20756E-05,1.78068E-05,1.002902395,5.5976E-06,6.04719E-06,3.51084E-05,2.26204E-05
UDOVUG_charged,6.85464,6.24008,6.85464,1.16526,1678.2,1955.54,11.3735,13.2531,0.6044,0.518681,0,64,112,0,0,0,0,0,0,16,0,0,81,14.28571429,5,0.955555556,0.955555556,0,0.443151282,0.378949816,9.58053E-05,7.61426E-05,1.169419443,4.95555E-06,4.21988E-06,8.42901E-05,7.82643E-05
UDUMIP02_clean,7.11427,6.32764,7.10696,1.42622,1205.53,1719.35,0,0,0.5884,0.412559,0,128,288,0,0,0,0,0,0,0,0,1,225,16.66666667,4,1.006829268,1.006829268,0,0.148968775,0.159086057,0.000489007,0.000497651,0.936403716,1.50684E-06,1.63402E-06,0.000478977,0.000571264
UDUMIP03_clean,7.09807,6.30763,7.09096,1.42891,1204.58,1721.24,0,0,0.5872,0.410943,0,128,288,0,0,0,0,0,0,0,0,1,225,16.66666667,4,1.006829268,1.006829268,0,0.149292529,0.158440026,0.00050325,0.00057423,0.942265243,1.51225E-06,1.6286E-06,0.000595892,0.000634675
UDUMIP_clean,7.19202,6.41478,7.18204,1.40092,1226.65,1718.44,0,0,0.5958,0.425293,0,128,288,0,0,0,0,0,0,0,0,1,225,16.66666667,4,1.006829268,1.006829268,0,0.14343749,0.15106864,0.000481345,0.000577837,0.949485545,1.44305E-06,1.55675E-06,0.000533223,0.000500531
UFEMIC_clean,5.26486,4.19267,5.24985,1.20943,1436.43,1737.26,0,0,0.6508,0.538107,0,0,40,16,0,0,0,0,16,0,0,4,37,40,0,0.675555556,0.675555556,0,0.096602419,0.075723496,6.87806E-05,4.10166E-05,1.27572582,9.70598E-07,7.65427E-07,6.05108E-05,4.86471E-05
UFENAW_clean,7.28617,5.35852,7.10503,0.754992,4090.58,3088.35,0,0,0.7422,0.983057,0,0,96,0,0,0,0,0,0,12,0,0,97,12.5,4,1.058461538,1.058461538,0,0.253331586,0.238804725,0.000381215,0.000347432,1.060831549,2.55074E-06,2.41124E-06,0.000389723,0.000322044
UFEVIL_clean,6.75773,4.04783,6.73846,1.05377,1391.02,1465.81,0,0,0.5784,0.548886,0,72,72,24,0,0,0,0,0,0,0,1,31,5.555555556,0,0.424186047,0.424186047,0,0.408714232,0.338415402,9.83698E-05,6.87938E-05,1.207729404,4.28719E-06,3.65875E-06,9.87245E-05,7.26315E-05
UFEXEJ_clean,5.30731,5.14101,5.30608,2.3365,509.026,1189.34,0,0,0.4796,0.205264,0,12,30,12,0,0,0,0,3,0,0,4,22,30,3,1.437333333,1.437333333,0.444444444,0.193449455,0.184985814,5.4623E-05,7.60211E-05,1.045752915,2.05153E-06,1.99551E-06,6.90537E-05,6.24064E-05
UFEXIN_clean,5.2808,5.11213,5.27438,2.36936,498.534,1181.21,0,0,0.4788,0.20208,0,12,30,12,0,0,0,0,3,0,0,4,22,30,3,1.437333333,1.437333333,0.444444444,0.191623732,0.184066368,5.47113E-05,5.90112E-05,1.041057819,2.04688E-06,0.00000199,7.00098E-05,9.81797E-05
UFUNIS_clean,4.49854,3.78199,4.40172,1.42532,480.117,684.322,0,0,0.4402,0.308843,0,32,48,8,0,0,0,0,4,0,0,4,31,8.333333333,4,0.734814815,0.734814815,0.5,1.07825886,0.937335904,4.74745E-05,3.15033E-05,1.150344135,1.56227E-05,0.00001279,4.72906E-05,2.2903E-05
UFUQIV_clean,7.38156,5.81733,6.18024,0.675677,3536.85,2389.77,0,0,0.7014,1.03807,0,128,160,32,0,0,0,0,8,0,0,4,89,5,0,0.296585366,0.296585366,0,0.581310105,0.531184029,0.000113999,0.000105198,1.094366686,5.97008E-06,5.47796E-06,0.000114248,0.000122579
UGAQEY_clean,4.89575,4.03861,4.89307,1.29414,889.116,1150.64,0.947894,1.22671,0.5042,0.389602,0,128,160,32,0,0,0,0,0,0,0,1,89,10,1,0.432727273,0.432727273,2,0.483993973,0.526350703,9.12352E-05,6.59535E-05,0.919527552,5.37734E-06,6.13817E-06,0.000109195,9.45811E-05
UGELIB_clean,9.36087,9.10832,9.36087,1.90193,654.425,1244.67,0,0,0.572,0.300747,0,0,0,0,16,0,0,0,0,0,0,1,-7,0,4,2.423076923,2.423076923,0,0.508533957,0.420562837,5.61256E-05,6.68155E-05,1.209174736,5.56361E-06,4.77435E-06,6.94461E-05,8.79558E-05
UGOFED_clean,5.38504,4.20309,4.96349,1.22232,956.656,1169.34,0,0,0.5274,0.431476,0,96,192,16,0,0,0,0,0,0,0,1,141,6.25,2.666666667,0.456091954,0.456091954,0.5,0.859490013,1.776114629,5.50362E-05,4.53468E-06,0.483915846,1.11421E-05,0.000117215,0.000119958,1.68585E-05
UGOSOY_charged,6.30273,4.8353,6.29385,0.968672,1426.84,1382.14,1.67224,1.61985,0.6198,0.639845,0,64,96,32,0,4,0,0,4,0,0,4,55,4.166666667,6,0.859285714,0.859285714,1.333333333,0.349991586,0.317244784,0.000201609,0.00022914,1.103222508,3.66632E-06,3.3968E-06,0.000214246,0.000231739
UGUGUZ_clean,4.77323,4.07807,4.77323,1.79667,381.056,684.632,71.1197,127.779,0.5662,0.315138,0,0,48,12,0,0,0,0,0,0,0,1,46,16.66666667,6,1.737931034,1.737931034,0.25,0.085336969,0.071687173,9.47977E-05,6.45448E-05,1.190407782,8.58207E-07,7.02991E-07,0.000104145,6.50002E-05
UGUHAG_clean,4.84717,4.36591,4.84717,1.73201,623.859,1080.53,0,0,0.576,0.332562,0,0,48,12,0,0,0,0,0,0,0,1,46,16.66666667,6,1.737931034,1.737931034,0.25,0.087647477,0.142506162,6.2997E-05,4.00685E-05,0.615043422,8.82282E-07,1.43817E-06,6.41031E-05,4.69125E-05
UGUHEK_clean,4.77594,4.10655,4.77594,1.75746,393.492,691.545,82.5845,145.139,0.5694,0.323991,0,0,48,12,0,0,0,0,0,0,0,1,46,16.66666667,6,1.737931034,1.737931034,0.25,0.062602028,0.069388224,0.000111422,8.21014E-05,0.902199604,6.20528E-07,6.58872E-07,0.000127631,9.16014E-05
UGUQOC_charged,5.44159,3.98171,5.43587,1.19373,1112.3,1327.79,0,0,0.547,0.458227,0,20,20,4,0,0,0,0,0,2,0,0,10,10,8,1.083870968,1.083870968,0.25,0.41146705,0.371049122,9.87399E-05,5.95018E-05,1.108928782,4.48743E-06,4.13011E-06,9.61164E-05,6.86691E-05
UHASED_clean,4.93212,3.89765,4.93212,1.32119,1259.57,1664.14,0,0,0.5574,0.421891,0,8,28,0,0,0,0,0,4,0,0,4,25,14.28571429,6,1.29,1.29,0,0.473311861,0.378890758,0.000141723,0.000101344,1.249204027,5.09711E-06,4.13258E-06,0.000115912,0.000156242
UHUPET_clean,13.55212,8.93511,12.0856,0.540431,3881.87,2097.88,0,0,0.7682,1.42146,0,0,622,0,0,0,0,0,0,32,0,0,623,5.144694534,4.75,0.648734491,0.648734491,0,0.24336455,0.228442495,0.000416811,0.000378629,1.065320838,2.46418E-06,2.28908E-06,0.000342078,0.000365446
UHUPOD01_clean,33.07784,21.40391,33.07784,0.19136,4564.06,873.381,0,0,0.937,4.89652,0,480,768,0,0,0,0,0,0,64,0,0,529,8.333333333,3.125,0.455026455,0.455026455,0,0.405882819,0.382282273,0.001781045,0.001877537,1.061735914,4.0537E-06,3.81426E-06,0.001720488,0.001597957
UJAQUS_clean,7.15939,6.10118,7.07981,0.989707,2029.81,2008.92,0,0,0.6442,0.6509,0,40,72,0,0,0,0,0,0,8,0,0,53,11.11111111,5,0.86,0.86,0,0.376413178,0.339132013,0.000142037,0.000108563,1.10993113,3.82373E-06,3.49431E-06,0.000131616,0.000103998
UJILAA_clean,19.23413,9.51535,19.23413,0.420332,4716.4,1982.45,0,0,0.8898,2.1169,0,0,135,135,0,0,0,0,90,0,0,4,102.25,66.66666667,0,1.14,1.14,0,0.125288444,0.122115069,0.000787853,0.000730379,1.025986756,1.25906E-06,1.22073E-06,0.000999541,0.001053054
UJOWEW_clean,5.75366,4.18708,5.75366,1.11983,1776.77,1989.69,0,0,0.6036,0.539008,0,40,56,24,0,0,0,0,4,0,0,4,31,10.71428571,0,0.579047619,0.579047619,0,0.213341541,0.210370173,0.000113536,9.39025E-05,1.014124475,2.18731E-06,2.15087E-06,0.000109591,7.45356E-05
UJULIW_clean,7.01875,6.807,7.01875,2.47032,222.047,548.528,0,0,0.3284,0.132938,0,28,28,0,0,0,0,0,6,0,0,4,15,21.42857143,8,1.399322034,1.399322034,0,0.145515847,0.199633577,0.000329132,0.000235108,0.728914692,1.59027E-06,2.45645E-06,0.000704696,0.000494857
UJUPUM_clean,6.77742,5.67068,6.76869,0.861722,2907.78,2505.7,0,0,0.7082,0.821843,0,144,96,192,0,0,0,0,0,28,0,0,-23,29.16666667,0,1.268869565,1.268869565,0,0.233231146,0.224681213,0.000233571,0.000237859,1.038053616,2.34971E-06,2.30372E-06,0.000266374,0.00028995
UJUQIB_clean,10.2017,5.3119,10.02065,0.774012,2892.35,2238.72,0,0,0.6914,0.893268,0,60,90,30,0,0,0,0,0,0,0,1,53.5,6.666666667,2.333333333,0.6968,0.6968,2.142857143,0.472506613,0.443520194,0.000207279,0.000227637,1.065355352,4.77528E-06,4.55355E-06,0.000214269,0.000208387
UKAJOH_clean,5.01926,3.81172,4.98641,1.35653,358.247,485.975,0,0,0.4304,0.317279,0,384,448,64,0,0,0,0,0,16,0,0,241,3.571428571,6,0.5125,0.5125,0.666666667,0.610581914,0.498228258,0.000134744,5.24549E-05,1.22550639,9.45586E-06,7.99628E-06,0.000117739,6.63761E-05
