MOFRefcodes,LCD,PLD,LFPD,Volume,ASA_m2_g,ASA_m2_cm3,NASA_m2_g,NASA_m2_cm3,AV_VF,AV_cm3_g,NAV_cm3_g, H,C,N,F,Cl,Br,V,Cu,Zn,Zr,metal type, total degree of unsaturation,metalic percentage, oxygetn-to-metal ratio,electronegtive-to-total ratio, weighted electronegativity per atom, nitrogen to oxygen ,O2uptakemolkg,N2uptakemolkg,SelfdiffusionofO2cm2s,SelfdiffusionofN2cm2s,O2N2ratio,HenrysconstantO2,HenrysconstantN2,SelfdiffusionofO2cm2sinfDilute,SelfdiffusionofN2cm2sinfDilute
NEVVAM01_clean,6.94552,5.78544,6.80825,1.42342,989.544,1408.53,0,0,0.5446,0.3826,0,32,56,8,0,0,0,0,0,0,0,1,39,21.42857143,3.333333333,1.094054054,1.094054054,0.2,0.302006218,0.29751548,0.000135696,0.000167345,1.015094134,3.18366E-06,3.25561E-06,0.000135603,0.000155902
NEVVAM02_clean,6.83817,5.86962,6.83673,1.42399,994.976,1416.84,0,0,0.5302,0.372334,0,16,28,4,0,0,0,0,0,0,0,1,20,21.42857143,3.333333333,1.094054054,1.094054054,0.2,0.293213855,0.286674092,0.000143454,0.000208829,1.022812535,3.0861E-06,3.13167E-06,0.000189101,0.000179862
NEVVAM_clean,6.98127,5.93133,6.98127,1.4203,996.914,1415.91,0,0,0.523,0.368233,0,16,28,4,0,0,0,0,0,0,0,1,20,21.42857143,3.333333333,1.094054054,1.094054054,0.2,0.304432701,0.303155623,0.000129668,0.000106257,1.004212616,3.21837E-06,3.26889E-06,0.000163478,0.00017713
NEVVEQ_clean,4.80581,3.79614,4.80581,1.56913,464.069,728.185,0,0,0.453,0.288695,0,12,24,4,0,0,0,0,0,0,0,1,18,16.66666667,2,0.708571429,0.708571429,0.5,0.743734051,0.613609784,3.16265E-05,2.70783E-05,1.212063546,1.02134E-05,8.16997E-06,6.81943E-05,4.46086E-05
NEXVET_clean,15.05129,7.94511,15.02301,0.572296,3880.01,2220.51,0,0,0.8096,1.41465,0,96,192,0,0,0,0,0,0,0,0,1,145,16.66666667,3.25,0.843773585,0.843773585,0,0.220756521,0.208612178,0.000348497,0.00033642,1.058214929,2.20396E-06,2.10627E-06,0.00033929,0.000362398
NEXVUI_clean,9.07531,8.9508,9.07531,1.35917,510.314,693.606,22.5615,30.665,0.5322,0.391561,0,160,336,16,0,0,0,0,0,0,0,1,253,7.142857143,5.333333333,0.736385542,0.736385542,0.125,0.166689828,0.0857967,0.000131248,6.79398E-05,1.942846607,1.79773E-06,8.53747E-07,6.02828E-05,0.000181553
NEXXEV_clean,10.14339,9.60102,10.14163,0.701942,2387.1,1675.6,0,0,0.6396,0.911186,0,64,120,8,0,0,0,0,0,0,0,1,87,13.33333333,2,0.56,0.56,0.25,0.63278091,3.942019525,0.00016811,1.68378E-05,0.160522013,6.71443E-06,0.000185252,0.000113226,6.09975E-06
NEXXIZ_clean,9.73301,9.22346,9.73301,0.709285,2352.94,1668.91,0,0,0.6328,0.892166,0,76,120,8,0,0,0,0,0,0,0,1,81,13.33333333,2,0.533333333,0.533333333,0.25,0.650124927,3.638882654,0.000128776,1.3002E-05,0.178660591,6.96976E-06,9.88606E-05,0.00017133,2.28066E-05
NEYVEU_clean,20.18169,6.42425,20.08436,0.514184,3904.79,2007.78,0,0,0.7952,1.54653,0,264,324,60,0,0,0,0,0,12,0,0,178,3.703703704,4,0.490847458,0.490847458,1.25,0.388315833,0.360035547,0.000440127,0.000415775,1.078548594,3.90068E-06,3.63968E-06,0.00037083,0.000350239
NEYYUN_clean,4.68454,4.06012,4.68454,1.064,1962.4,2087.99,0,0,0.6166,0.579512,0,24,32,16,0,0,0,0,0,0,0,1,17,12.5,4,1.0368,1.0368,1,0.84295883,0.801304348,0.00035504,0.000276953,1.051983346,9.26819E-06,9.07745E-06,0.000354937,0.000342096
NEYZAU_clean,4.66904,4.09054,4.65339,0.942406,2241.29,2112.21,0,0,0.6186,0.656405,0,24,32,16,0,0,0,0,0,0,0,1,17,12.5,4,1.0368,1.0368,1,0.992063771,0.926797907,0.000364253,0.000298346,1.070420815,1.09777E-05,1.05574E-05,0.000371825,0.000337151
NEZWOG01_clean,6.15081,4.94067,6.15081,1.68632,937.116,1580.27,0,0,0.5538,0.328408,0,0,16,0,0,0,0,0,0,0,0,1,17,37.5,8,2.116923077,2.116923077,0,0.080202558,0.115196827,0.000145385,8.64125E-05,0.69622194,8.01604E-07,1.10258E-06,0.000184688,0.000127114
NEZWOG_clean,6.42146,5.18119,6.41863,1.71364,869.12,1489.36,0,0,0.552,0.322122,0,0,32,0,0,0,0,0,0,0,0,1,33,37.5,8,2.116923077,2.116923077,0,0.090777449,0.179079431,0.000169974,7.82509E-05,0.506911644,9.1021E-07,1.8437E-06,0.000208304,0.000100423
NIBHOW_clean,27.51057,14.88459,27.48878,0.279595,5099.19,1425.71,0,0,0.8844,3.16315,0,96,192,24,0,0,0,0,12,0,0,4,139,6.25,4,0.64,0.64,0.5,0.345587797,0.32920652,0.000777552,0.000922121,1.049759881,3.44286E-06,3.28196E-06,0.000901841,0.000937286
NIBHUC_clean,18.86769,11.8721,18.86769,0.449382,4288.89,1927.35,0,0,0.8286,1.84387,0,192,432,112,0,0,0,0,24,0,0,4,309,5.555555556,4,0.783551402,0.783551402,1.166666667,0.317254528,0.30115878,0.000539775,0.000439647,1.053446052,3.18686E-06,3.02009E-06,0.000525675,0.000501918
NIBJAK_clean,32.00355,17.55175,32.00033,0.223433,5321.22,1188.94,0,0,0.9102,4.0737,0,96,216,56,0,0,0,0,12,0,0,4,155,5.555555556,4,0.783551402,0.783551402,1.166666667,0.37082645,0.355233102,0.000808157,0.000934763,1.043896102,3.7201E-06,3.55944E-06,0.00095908,0.001084774
NIBXUT_clean,6.21117,5.18074,6.19848,1.9388,725.426,1406.45,0,0,0.5234,0.269961,0,32,32,0,0,0,0,0,0,0,0,1,17,37.5,8,1.756595745,1.756595745,0,0.103044007,0.146028909,9.33721E-05,7.19515E-05,0.705641148,1.05444E-06,1.50624E-06,9.63791E-05,7.03847E-05
NIGBOW_clean,11.80846,11.56903,11.80846,0.664854,2622.33,1743.47,0,0,0.7086,1.0658,0,16,28,0,0,0,0,2,0,0,0,8,21,7.142857143,5,0.243971631,0.243971631,0,0.34516669,0.319511667,0.000559442,0.000389665,1.080294481,3.50915E-06,3.23822E-06,0.000539024,0.00063582
NIGDEO_clean,13.9402,7.42068,13.92619,0.633535,3344.77,2119.03,0,0,0.7538,1.18983,0,76,160,2,0,0,0,0,12,0,0,4,122.5,7.5,4,0.574496644,0.574496644,0.041666667,0.453397632,0.420578644,0.000210858,0.000228991,1.078032941,4.6789E-06,4.36326E-06,0.000226178,0.000216889
NIGDIS_clean,14.03164,7.36423,14.03164,0.622681,3549.5,2210.2,0,0,0.7674,1.23241,0,72,156,0,0,0,0,0,12,0,0,4,121,7.692307692,4,0.573333333,0.573333333,0,0.453951454,0.422887784,0.000261379,0.000272377,1.073456059,4.68022E-06,4.38449E-06,0.000238194,0.000312624
NIGFIT_clean,7.4378,4.64365,7.4378,1.2326,1943.66,2395.77,0,0,0.659,0.53464,0,12,36,0,0,0,0,0,0,0,0,1,31,11.11111111,6,1.086315789,1.086315789,0,0.263444703,0.318452168,0.000469841,0.000441762,0.827266161,2.68422E-06,3.25128E-06,0.000607302,0.00051677
NIGFOZ_clean,7.49823,4.6446,7.49513,1.19407,2019.23,2411.1,0,0,0.6618,0.554241,0,12,36,0,0,0,0,0,0,0,0,1,31,11.11111111,6,1.086315789,1.086315789,0,0.283823512,0.769667587,0.000453868,0.000191785,0.36876116,2.86609E-06,9.2437E-06,0.000430638,0.000237386
NIGFUF_clean,7.45855,4.62821,7.45855,1.23037,1967.09,2420.25,0,0,0.6578,0.534636,0,12,36,0,0,0,0,0,0,0,0,1,31,11.11111111,6,1.086315789,1.086315789,0,0.276940693,0.350938594,0.000569736,0.000491404,0.789142881,2.81519E-06,3.59135E-06,0.000488809,0.000487082
NIGGAM_clean,7.44488,4.63983,7.44488,1.22204,1989.92,2431.75,0,0,0.6646,0.543847,0,12,36,0,0,0,0,0,0,0,0,1,31,11.11111111,6,1.086315789,1.086315789,0,0.265841421,0.327328542,0.00046013,0.000513922,0.812154721,2.70439E-06,3.34036E-06,0.000476095,0.000522466
NIGGEQ_clean,7.37601,4.62938,6.94846,1.24921,1943.44,2427.77,0,0,0.6582,0.526892,0,12,36,0,0,0,0,0,0,0,0,1,31,11.11111111,6,1.086315789,1.086315789,0,0.274027114,0.442844306,0.000531358,0.000369095,0.618788839,2.79062E-06,4.45566E-06,0.000518782,0.000365275
NIGGIU_clean,7.3331,4.59835,7.3331,1.27304,1906.33,2426.84,0,0,0.656,0.5153,0,12,36,0,0,0,0,0,0,0,0,1,31,11.11111111,6,1.086315789,1.086315789,0,0.329339721,0.373743077,0.000542256,0.000544933,0.881192832,3.36466E-06,3.85287E-06,0.000589107,0.000498304
NIGNUO_clean,16.88905,3.72632,16.88905,0.773731,2558.73,1979.77,0,0,0.6948,0.897987,0,120,216,0,0,0,0,0,0,0,0,1,157,8.333333333,3.5,0.51971223,0.51971223,0,0.420873294,0.397796786,0.000144848,0.000133138,1.058010796,4.40351E-06,4.18133E-06,0.000165895,0.000140557
NIGPEA_clean,10.42385,9.24875,10.42385,0.730648,2931.64,2142,0,0,0.6842,0.936428,0,120,216,0,0,0,0,0,0,0,0,1,157,5.555555556,4.333333333,0.4472,0.4472,0,0.48605965,0.456071268,0.000248569,0.000195925,1.065753719,5.1101E-06,4.75528E-06,0.000198498,0.000191347
NIHBAI02_clean,4.7992,3.7527,4.7992,1.74298,473.823,825.866,0,0,0.449,0.257604,0,24,24,0,0,0,0,0,0,0,0,1,13,50,4,1.528888889,1.528888889,0,0.141043958,0.120471827,8.07066E-06,9.9552E-06,1.170762997,1.49724E-06,1.2693E-06,1.995E-05,1.09648E-05
NIHBEM02_clean,5.01891,3.78432,5.01891,1.70287,511.052,870.252,0,0,0.4636,0.272247,0,24,24,0,0,0,0,0,0,0,0,1,13,50,4,1.528888889,1.528888889,0,0.141459063,0.126127791,1.70119E-05,1.21038E-05,1.121553481,1.4815E-06,1.31928E-06,2.22551E-05,9.25367E-06
NIHBIQ01_clean,5.30133,3.89271,5.30133,1.65496,575.542,952.5,0,0,0.4798,0.289916,0,24,24,0,0,0,0,0,0,0,0,1,13,50,4,1.528888889,1.528888889,0,0.134556832,0.122314728,2.53275E-05,1.21643E-05,1.10008692,1.40181E-06,1.28524E-06,2.79271E-05,1.75533E-05
NIHBIQ02_clean,5.38184,3.95166,5.35574,1.6285,618.147,1006.66,0,0,0.4894,0.300521,0,24,24,0,0,0,0,0,0,0,0,1,13,50,4,1.528888889,1.528888889,0,0.135907828,0.126660635,2.42341E-05,1.71526E-05,1.073007624,1.42107E-06,1.32688E-06,2.84237E-05,1.74819E-05
NIHBIQ_clean,5.25122,3.88968,5.21988,1.66955,555.476,927.396,0,0,0.4762,0.285226,0,24,24,0,0,0,0,0,0,0,0,1,13,50,4,1.528888889,1.528888889,0,0.138097284,0.126134772,1.96625E-05,2.2141E-05,1.094839125,1.45049E-06,1.30634E-06,2.58669E-05,1.71351E-05
NIHVUX_clean,7.06296,5.57011,7.05951,3.18911,294.177,938.163,38.973,124.289,0.4932,0.154651,0,40,50,10,0,0,0,0,0,0,0,1,28.5,76,2.578947368,1.531333333,1.531333333,0.102040816,0.044660827,0.069507214,4.90743E-05,2.61957E-05,0.642535134,4.55548E-07,7.54652E-07,9.49958E-05,4.75742E-05
NIJVAF_clean,6.21003,5.59172,6.21003,0.978765,1610.15,1575.95,0,0,0.5776,0.590132,0,84,108,24,0,0,0,0,0,0,0,1,61,3.703703704,0,0.331636364,0.331636364,0,0.376054229,0.362450557,0.000162293,0.000168398,1.037532492,3.93345E-06,3.88725E-06,0.000156108,0.000216883
NIJZIP01_clean,8.50827,7.36867,8.50827,1.45663,762.692,1110.96,2.60636,3.7965,0.5674,0.38953,0,48,48,0,0,0,0,0,6,0,0,4,25,20.83333333,6,1.243373494,1.243373494,0,0.086396496,0.208946418,0.000117863,9.50566E-05,0.413486369,8.60325E-07,1.2351E-06,0.000156668,0.000129522
NIJZIP_clean,9.04941,7.56212,9.04941,1.42787,850.82,1214.86,0,0,0.5802,0.406339,0,0,48,0,0,0,0,0,6,0,0,4,49,20.83333333,6,1.749152542,1.749152542,0,0.063553167,0.161005307,7.95854E-05,4.47728E-05,0.39472716,6.26536E-07,1.4056E-06,0.000108153,7.10856E-05
NIJZOV_clean,8.62609,7.08161,8.6236,1.5406,735.501,1133.11,0,0,0.5798,0.376347,0,0,48,0,0,0,0,0,6,0,0,4,49,20.83333333,6,1.749152542,1.749152542,0,0.046090118,0.043039579,0.000156909,0.000179065,1.070877537,4.64125E-07,4.37625E-07,0.00016331,0.00021147
NIKDAM_clean,7.96983,7.14498,7.96983,0.958363,1425.59,1366.23,0,0,0.6056,0.631911,0,76,44,8,0,0,0,0,0,0,0,1,5,4.545454545,8,0.543561644,0.543561644,0.5,0.303754589,0.359677153,0.000129605,9.45282E-05,0.844520112,3.11812E-06,3.77118E-06,0.000149932,0.000124165
NIKKIC_clean,5.94413,4.27315,5.93398,1.24613,944.864,1177.42,0,0,0.498,0.399638,0,116,192,16,0,0,0,0,0,0,0,1,131,2.083333333,8,0.440888889,0.440888889,0.5,0.492334732,0.485076248,4.77335E-05,3.34553E-05,1.014963592,5.51735E-06,5.54259E-06,4.64644E-05,3.37278E-05
NIKYUC02_clean,5.06856,3.78234,5.06856,1.67303,546.992,915.135,0,0,0.4718,0.282003,0,24,24,0,0,0,0,0,0,0,0,1,13,50,4,1.528888889,1.528888889,0,0.135460987,0.121960239,1.94986E-05,1.33178E-05,1.110697948,1.42193E-06,1.2694E-06,2.32E-05,9.99441E-06
NIKZEN02_clean,4.94738,3.78699,4.94738,1.70037,512.806,871.961,0,0,0.4662,0.274175,0,24,24,0,0,0,0,0,0,0,0,1,13,50,4,1.528888889,1.528888889,0,0.138059836,0.124550836,1.56962E-05,1.21976E-05,1.108461732,1.46421E-06,1.29266E-06,1.61519E-05,1.15994E-05
NILGIA_clean,8.58626,7.58963,8.4695,0.448917,5291.24,2375.33,0,0,0.7906,1.76113,0,112,112,32,0,0,0,0,0,0,0,1,49,3.571428571,0,0.374153846,0.374153846,0,0.388781652,0.348321341,0.000373589,0.00044833,1.116158002,3.92076E-06,3.50021E-06,0.0002845,0.000424992
NILGOG_clean,8.60544,7.57015,8.59751,0.44447,5305.95,2358.34,0,0,0.785,1.76615,0,112,112,32,0,0,0,0,0,0,0,1,49,3.571428571,0,0.374153846,0.374153846,0,0.385858975,0.342467493,0.00035417,0.000435507,1.126702484,3.86285E-06,3.44708E-06,0.000333511,0.000509843
NIMPEG01_clean,8.44,5.51406,8.10508,0.6075,4425.61,2688.56,0,0,0.7444,1.22535,0,60,90,0,0,0,0,0,4,0,0,4,61,4.444444444,5,0.395402299,0.395402299,0,0.494632411,0.452825972,0.000212212,0.000200322,1.092323411,5.04087E-06,4.63765E-06,0.000184401,0.000213576
NIMPEG_clean,5.8871,5.25211,5.8871,0.735505,3598.51,2646.72,0,0,0.6844,0.930517,0,72,94,0,0,0,0,0,4,0,0,4,59,4.255319149,5,0.362105263,0.362105263,0,0.606347645,0.514007249,0.000208016,0.000163051,1.179648042,6.24652E-06,5.31076E-06,0.000220349,0.00014987
NIMPOQ_clean,9.48433,7.47639,9.46555,0.558554,4676.87,2612.29,0,0,0.765,1.36961,0,128,180,0,0,0,0,0,8,0,0,4,117,4.444444444,5,0.386516854,0.386516854,0,0.491293503,0.463142009,0.000225169,0.000258911,1.060783721,5.07452E-06,4.69142E-06,0.000280734,0.000232706
NIMTAE_clean,4.79937,4.4136,4.79752,1.0571,1197.61,1265.99,0,0,0.5494,0.519725,0,320,384,64,0,0,0,0,0,0,0,1,209,4.166666667,0,0.248163265,0.248163265,0,0.716337014,0.620907838,8.81827E-05,6.38998E-05,1.153692981,8.04184E-06,7.08974E-06,0.000122939,0.000124334
NIMXAK_clean,11.51604,3.85375,11.50661,0.98882,1711.32,1692.19,0,0,0.6486,0.655933,0,48,96,48,0,0,0,0,0,0,0,1,61,16.66666667,4.5,1.405714286,1.405714286,0.666666667,0.29982234,0.542898519,8.83823E-05,5.4181E-05,0.552262217,3.02973E-06,5.92173E-06,9.972E-05,6.0004E-05
NIMXIS_clean,10.63837,6.01154,10.63837,1.05177,1823.65,1918.06,0,0,0.667,0.634168,0,16,40,4,0,0,0,0,0,7,0,0,32,17.5,4.285714286,0.505964912,0.505964912,0.133333333,0.15777959,0.148647603,0.0002489,0.000261464,1.061433798,1.59096E-06,1.51159E-06,0.000226321,0.000260429
NINHOH_clean,6.49972,5.39746,6.49972,1.04902,2518.78,2642.26,0,0,0.76,0.724483,0,0,8,8,0,0,0,0,0,0,0,1,7,50,0,1.216,1.216,0,0.091646011,0.089400314,0.00047392,0.000626773,1.025119566,9.2362E-07,8.98492E-07,0.000601484,0.000601104
NINVAI_clean,11.85606,6.40748,11.85606,0.818223,2665.61,2181.06,0,0,0.7028,0.858935,0,24,72,0,0,0,0,0,0,0,0,1,61,16.66666667,4,1.058461538,1.058461538,0,0.383837792,0.344162478,0.000146388,0.000181854,1.115280765,4.21548E-06,3.78638E-06,0.000117686,0.000147958
NIRGAY_clean,8.4539,5.80719,8.43976,0.806367,2314.69,1866.49,0,0,0.644,0.798644,0,108,132,0,0,0,0,0,0,0,0,1,79,4.545454545,6,0.439148936,0.439148936,0,0.383149181,0.366754203,0.000177805,0.000223676,1.044702903,3.9454E-06,3.82709E-06,0.000176142,0.000218912
NISPEL_charged,5.69424,3.91942,5.43239,1.32791,811.729,1077.9,0,0,0.5284,0.397919,0,64,64,4,0,0,0,0,0,8,0,0,32,12.5,5,0.796595745,0.796595745,0.1,0.394721625,0.360403557,3.81626E-05,3.69163E-05,1.095221222,4.58456E-06,4.17954E-06,3.54174E-05,3.71491E-05
NIVZOJ_clean,9.94924,7.55081,9.94924,0.836734,2505.16,2096.15,0,0,0.7358,0.879372,0,84,56,42,0,0,0,0,0,0,0,1,4.5,17.85714286,0,0.665,0.665,0,0.144900057,0.138976014,0.000239524,0.000244819,1.042626369,1.45819E-06,1.39377E-06,0.000225836,0.000238514
NIYJAI_clean,5.86863,4.46882,5.70658,1.13108,948.033,1072.3,0,0,0.5246,0.463806,0,272,256,16,0,0,8,0,0,0,0,1,113,1.5625,4,0.216598639,0.216598639,1,0.478483189,0.478228628,3.50881E-05,2.74024E-05,1.0005323,5.35807E-06,5.49087E-06,3.39974E-05,3.29323E-05
NIYZIG_clean,9.1257,4.85174,9.11367,0.956862,1964.22,1879.49,0,0,0.637,0.665718,0,52,84,0,0,0,0,0,0,8,0,0,59,9.523809524,4,0.611555556,0.611555556,0,0.437723942,0.408523355,0.000148321,0.000128072,1.071478376,4.57546E-06,4.2509E-06,0.000134177,0.000129075
NIZZAY_clean,8.39896,7.78516,8.38426,1.2112,1711.74,2073.27,0,0,0.6754,0.557627,0,192,288,96,0,0,0,0,0,24,0,0,145,8.333333333,0,0.45037037,0.45037037,0,0.299799322,0.237640616,0.000129069,0.000157417,1.261566002,3.12645E-06,2.47269E-06,0.000114982,0.000161776
NIZZEC_clean,8.3208,7.63206,8.31922,1.20763,1710.34,2065.46,0,0,0.6766,0.560269,0,192,288,96,0,0,0,0,0,24,0,0,145,8.333333333,0,0.45037037,0.45037037,0,0.288520326,0.228443228,0.000132695,0.000179622,1.262984807,2.9703E-06,0.000002345,0.000131389,0.000147999
NIZZIG_clean,8.38921,7.68868,8.37589,1.19762,1730.66,2072.68,0,0,0.6836,0.570798,0,192,288,96,0,0,0,0,0,24,0,0,145,8.333333333,0,0.45037037,0.45037037,0,0.29030648,0.234445131,0.000132743,0.000133205,1.238270457,2.99991E-06,2.42257E-06,0.000137455,0.000157146
NIZZOM_clean,8.52507,7.77175,8.50752,1.1812,1766.33,2086.39,0,0,0.685,0.579917,0,192,288,96,0,0,0,0,0,24,0,0,145,8.333333333,0,0.45037037,0.45037037,0,0.286695858,0.232177482,0.000128752,0.000156483,1.234813364,2.99074E-06,2.41174E-06,0.000136739,0.000154612
NOBVOR_clean,5.28259,5.11208,5.27848,1.1717,1256.95,1472.77,0,0,0.5292,0.451653,0,24,38,12,0,0,0,0,0,0,0,1,24,7.894736842,2.666666667,0.752941176,0.752941176,1.5,0.677277827,0.598286358,0.00012454,0.00018585,1.132029533,8.15018E-06,7.18524E-06,0.00018041,0.000187843
NOCKOG_clean,5.62673,5.01808,5.62673,1.04593,1288.32,1347.49,0,0,0.553,0.528716,0,32,64,0,0,0,0,0,0,0,0,1,49,12.5,4,0.809411765,0.809411765,0,0.597664767,0.5896762,0.000404997,0.000353871,1.013547379,6.59544E-06,6.79783E-06,0.000260707,0.000280831
NOCKUM_clean,6.00758,5.1022,6.00758,1.07326,1246.86,1338.2,0,0,0.5502,0.512645,0,24,48,0,0,0,0,0,0,0,0,1,37,12.5,4,0.809411765,0.809411765,0,0.485159405,0.532829379,0.000192374,8.42051E-05,0.910534262,5.2356E-06,6.02729E-06,0.000213606,0.000209204
NOCLOH01_clean,5.48382,4.82541,5.46744,1.30816,945.928,1237.43,0,0,0.5374,0.410806,0,12,24,0,0,0,0,0,0,0,0,1,19,12.5,4,0.809411765,0.809411765,0,0.514174274,0.591469907,5.0656E-05,4.33117E-05,0.869316034,5.71454E-06,6.90076E-06,8.74915E-05,8.51019E-05
NOCLOH02_clean,5.50015,4.83636,5.44966,1.30452,967.436,1262.04,0,0,0.5462,0.418699,0,12,24,0,0,0,0,0,0,0,0,1,19,12.5,4,0.809411765,0.809411765,0,0.511686324,0.587257607,7.14178E-05,4.47483E-05,0.871314936,5.68231E-06,6.8366E-06,8.76001E-05,9.42091E-05
NOCLOH03_clean,5.53774,4.87922,5.44835,1.29563,986.85,1278.59,0,0,0.5392,0.416168,0,12,24,0,0,0,0,0,0,0,0,1,19,12.5,4,0.809411765,0.809411765,0,0.506171443,0.587826996,6.79778E-05,4.31745E-05,0.861089141,5.60764E-06,6.81209E-06,9.29489E-05,7.85945E-05
NOCLOH_clean,5.4394,4.78188,5.37771,1.31451,939.686,1235.22,0,0,0.5324,0.405018,0,12,24,0,0,0,0,0,0,0,0,1,19,12.5,4,0.809411765,0.809411765,0,0.515252238,0.594356086,5.87902E-05,7.11964E-05,0.866908324,5.7153E-06,6.95799E-06,9.90222E-05,0.000101252
NOCLUN_clean,6.26764,5.77209,6.22951,1.07441,1568.43,1685.14,0,0,0.6158,0.57315,0,16,32,0,0,0,0,0,0,0,0,1,25,12.5,4,0.809411765,0.809411765,0,0.360440906,0.360976363,0.000236253,0.000187657,0.998516642,3.72186E-06,3.78175E-06,0.000321449,0.000329652
NOCYUB_clean,4.54438,4.10807,4.54438,1.72564,251.357,433.752,0,0,0.3964,0.229712,0,18,42,6,0,0,0,0,0,2,0,0,32.5,14.28571429,4,1.05,1.05,0.25,0.092994641,0.123700622,3.27168E-05,3.30565E-05,0.751771816,9.41071E-07,1.26124E-06,3.30322E-05,3.81991E-05
NOCZAI_clean,4.42954,4.04745,4.42954,1.74484,237.458,414.324,0.404222,0.705302,0.3944,0.226039,0,18,42,6,0,0,0,0,0,0,0,1,32.5,14.28571429,4,1.05,1.05,0.25,0.090676836,0.11971672,2.90901E-05,3.04414E-05,0.757428334,9.13938E-07,1.26528E-06,3.053E-05,3.82461E-05
NODKOH_clean,5.43236,4.66054,5.43106,1.05473,1313.52,1385.41,0,0,0.5884,0.557866,0,176,184,0,0,0,0,0,0,0,0,1,97,4.347826087,10,0.614285714,0.614285714,0,0.471030573,0.491691865,0.000116609,0.000130558,0.957979187,5.13825E-06,5.50429E-06,0.000136597,0.000136177
NODKUN_clean,8.11946,6.79716,8.07056,0.764763,3111.44,2379.51,0,0,0.6852,0.895963,0,64,112,0,0,0,0,0,0,0,0,1,81,3.571428571,10,0.625454545,0.625454545,0,0.554469466,0.498280827,0.000213933,0.000229483,1.112765002,5.82504E-06,5.24952E-06,0.000221701,0.000245687
NOFDUI_clean,4.93531,4.06199,4.92703,1.21153,825.958,1000.68,0,0,0.4872,0.402135,0,124,88,0,0,0,0,0,0,0,0,1,27,9.090909091,5,0.529230769,0.529230769,0,0.508711266,0.47865235,6.41488E-05,7.26904E-05,1.062799055,5.73019E-06,5.46965E-06,5.89417E-05,4.72806E-05
NOFHOG_clean,6.65675,5.09348,6.63927,0.822826,3319.01,2730.97,0,0,0.6932,0.842462,0,48,96,0,0,0,0,0,0,0,0,1,73,4.166666667,6,0.48,0.48,0,0.511014451,0.920472083,0.000230929,0.000145978,0.555165616,5.24979E-06,1.00908E-05,0.000265186,0.000158847
NOFQAB_clean,21.07333,4.609,21.07333,0.947534,1286.14,1218.66,165.98,157.272,0.655,0.691268,0,0,1792,512,0,320,0,0,0,128,0,0,1505,7.142857143,0,0.933023256,0.933023256,0,0.339774528,0.296762814,1.42545E-05,1.28316E-05,1.144936333,3.90982E-06,3.35944E-06,2.03432E-05,1.60987E-05
NOFQIK_clean,4.9549,4.61383,4.95259,1.45912,543.181,792.567,0,0,0.5256,0.360216,0,56,40,16,0,0,0,0,4,0,0,4,7,10,0,0.405333333,0.405333333,0,0.222910885,0.207348101,6.41716E-05,6.55167E-05,1.075056315,2.4056E-06,2.23779E-06,4.07908E-05,5.61541E-05
NOFQOQ_clean,5.26068,4.9317,5.26068,1.52336,528.834,805.604,0,0,0.5044,0.331111,0,56,40,16,0,0,0,0,4,0,0,4,7,10,0,0.405333333,0.405333333,0,0.328057157,0.324460536,7.03372E-05,7.41751E-05,1.011084926,3.74652E-06,3.78296E-06,4.72263E-05,7.1674E-05
NOFRAC_clean,6.05411,3.80854,6.02675,2.11994,1109.54,2352.16,0,0,0.6282,0.296329,0,12,24,4,0,0,0,0,0,0,0,1,18,33.33333333,2.5,1.124444444,1.124444444,0.2,0.205224997,0.18942921,0.000314976,0.000207099,1.083386226,2.10959E-06,1.96093E-06,0.000378633,0.000281515
NOHFOG_clean,5.40858,4.54107,5.33613,1.66638,925.536,1542.3,0,0,0.5474,0.328496,0,24,84,0,0,0,0,0,0,0,0,1,73,9.523809524,6,1.006829268,1.006829268,0,0.274896196,0.294333247,9.67938E-05,0.000124956,0.933962434,2.9992E-06,3.26524E-06,0.000137157,0.000192969
NOHSIM01_clean,4.97938,3.79602,4.89937,1.44217,1052.99,1518.59,0,0,0.5942,0.412019,0,12,0,0,0,0,0,0,0,4,0,0,-5,0,8,1.965714286,1.965714286,0,0.240565343,0.199663522,9.26508E-05,5.38832E-05,1.204853749,2.48332E-06,2.05411E-06,8.94239E-05,5.31973E-05
NOHSIM_clean,4.94525,3.77888,4.76061,1.43422,1044.52,1498.07,0,0,0.608,0.423923,0,0,0,0,0,0,0,0,0,4,0,0,1,0,8,2.501818182,2.501818182,0,0.147202734,0.116543605,7.85783E-05,4.18009E-05,1.26307002,1.49355E-06,1.18234E-06,8.15102E-05,4.71419E-05
NOHSUA_clean,8.36544,4.75817,8.32279,0.872139,1857.73,1620.2,0,0,0.5908,0.677415,0,132,216,0,0,0,0,0,0,0,0,1,151,4.62962963,5.2,0.436292683,0.436292683,0,0.47987415,0.460346947,9.48243E-05,9.74413E-05,1.04241845,5.07813E-06,4.88743E-06,9.10493E-05,0.000104198
NOKLIJ_clean,11.48526,10.66621,11.48526,1.19832,1293.56,1550.1,0,0,0.646,0.539086,0,6,24,0,0,0,0,0,0,0,0,1,22,25,3,1.146666667,1.146666667,0,0.213237849,0.22569883,0.000234714,0.000209133,0.944789342,2.16066E-06,2.28293E-06,0.000244026,0.000230369
